longitude,latitude,label,sar_vv_mean,sar_vh_mean,sar_vv_std,sar_vh_std,rainfall_total,rainfall_max,elevation_mean,slope_mean,water_occurrence,region_Unity_Flood_Prone,region_Upper_Nile_Flood_Prone
28.6,8.9,1.0,1.8963711656464295,-1.0918694423207813,1.5647166318055554,0.6759586223178512,0.6254567900514866,-0.20643169829721597,-0.4342710687531758,-1.124118467225772,-0.6333139299794367,True,False
28.6,8.9,1.0,1.1642414446726748,-0.5357925775114605,2.1189078698107293,0.28955370994536705,-0.20767343539479327,-0.1851983930913352,-0.4342710687531758,-1.124118467225772,-0.6333139299794367,True,False
28.6,8.9,1.0,0.2287326721765181,-0.15097385590422033,1.5849980211642358,-0.1404419106150407,0.06660521136210207,-0.8238252497473044,-0.4342710687531758,-1.124118467225772,-0.6333139299794367,True,False
28.6,8.9,1.0,0.6961623390974778,0.12422858299733633,0.39903558706173375,0.2300121738005761,0.9192564628123029,0.5562681702207531,-0.4342710687531758,-1.124118467225772,-0.6333139299794367,True,False
28.6,8.9,0.0,-0.30412884082845154,0.1301028368130023,0.28392023397347427,-0.22615834673451043,0.31016298465019443,-0.19000926830622364,-0.4342710687531758,-1.124118467225772,-0.6333139299794367,True,False
28.6,8.9,0.0,0.7575515065808027,-0.12714670128390393,1.5051831228296086,-0.18637298742914396,0.07876313610019381,0.12453331650923942,-0.4342710687531758,-1.124118467225772,-0.6333139299794367,True,False
28.6,8.9,0.0,0.7734597084039221,0.23070199584394288,-2.2390008583180054,-2.089596331202552,-0.19137658024428406,-0.2454114404499708,-0.4342710687531758,-1.124118467225772,-0.6333139299794367,True,False
28.6,8.9,0.0,0.7474037595109615,0.2586579518244417,-0.5487656707744902,-0.09941826867090958,-1.9670093630775851,-1.8246591164230688,-0.4342710687531758,-1.124118467225772,-0.6333139299794367,True,False
28.6,8.9,0.0,1.3173685610535562,-0.5213303827679883,-0.3370706338843144,-0.137811478961743,-1.9670093630775851,-1.8246591164230688,-0.4342710687531758,-1.124118467225772,-0.6333139299794367,True,False
29.7,9.3,1.0,-2.364151649800938,-2.309548977245643,0.4799504927224707,2.0116711093634203,-0.08273985853898295,-0.44289131732059495,-0.9894056978165147,0.7370872649376142,-1.029782180812228,True,False
29.7,9.3,1.0,-2.364151649800938,-2.309548977245643,0.6477551900034575,2.0116711093634203,1.0462133799426743,0.011314861576217644,-0.9894056978165147,0.7370872649376142,-1.029782180812228,True,False
29.7,9.3,1.0,-0.7428099409229509,0.22075455136192884,-0.45589773450666526,-0.520790458949956,0.604910191960765,0.23317807946129954,-0.9894056978165147,0.7370872649376142,-1.029782180812228,True,False
29.7,9.3,1.0,0.8157982351151346,1.248326408719369,0.5037530400679737,-0.007415209703901882,1.0607804849820746,0.19000913498896907,-0.9894056978165147,0.7370872649376142,-1.029782180812228,True,False
29.7,9.3,1.0,1.0350085261433484,1.631719627409691,-0.6631422124788178,-0.7436936709882094,0.047854047034453825,-0.3228351632378801,-0.9894056978165147,0.7370872649376142,-1.029782180812228,True,False
29.7,9.3,1.0,0.8098897050700884,1.2715044645899747,-0.7857884366122514,-0.718020093493224,-0.01154761504239308,0.21768550275324752,-0.9894056978165147,0.7370872649376142,-1.029782180812228,True,False
29.7,9.3,1.0,-0.36821512544076906,-0.18039155245386573,0.5780577875878534,0.260650532034127,1.668443028454565,0.13359847397854888,-0.9894056978165147,0.7370872649376142,-1.029782180812228,True,False
29.7,9.3,0.0,0.687781360156659,1.1820774895735542,-0.41836799299888483,-0.2726397211318913,-0.13549632358800134,0.3673567791099781,-0.9894056978165147,0.7370872649376142,-1.029782180812228,True,False
29.7,9.3,0.0,0.8529201053139354,1.549569844540399,-0.5598601212022593,-0.6263469812532153,0.47257737607599604,-0.2184030374825157,-0.9894056978165147,0.7370872649376142,-1.029782180812228,True,False
29.7,9.3,0.0,0.8199192873749535,1.5647090746672712,-2.2390008583180054,-2.0618155034440817,-0.21653121311559137,-0.7040262462324044,-0.9894056978165147,0.7370872649376142,-1.029782180812228,True,False
29.7,9.3,0.0,-2.364151649800938,-2.309548977245643,0.21849571825981334,2.0116711093634203,-1.9670093630775851,-1.8246591164230688,-0.9894056978165147,0.7370872649376142,-1.029782180812228,True,False
29.7,9.3,0.0,-2.364151649800938,-2.309548977245643,0.1416419464028748,2.0116711093634203,-1.9670093630775851,-1.8246591164230688,-0.9894056978165147,0.7370872649376142,-1.029782180812228,True,False
31.66,9.53,1.0,-0.4357183179208913,-0.0005187761580719121,-0.5512529193623819,-0.7807133636041229,-0.2113366643262887,-0.3961027444367756,-0.7368844047375087,0.586630312009908,1.8955365102998727,False,True
31.66,9.53,1.0,0.606885832292874,0.6467116889779952,0.46527103336081904,-0.44135671894246814,0.4978708325005574,-0.4429551148693971,-0.7368844047375087,0.586630312009908,1.8955365102998727,False,True
31.66,9.53,1.0,0.15086571079500136,0.47884511185424955,0.8865602431644918,0.10058866871131802,0.7876081079385894,0.19217022189205324,-0.7368844047375087,0.586630312009908,1.8955365102998727,False,True
31.66,9.53,1.0,0.6330241770704821,1.026940411752313,-0.4738953471781411,-0.7014490016425724,0.43760495601106353,0.2944099878234183,-0.7368844047375087,0.586630312009908,1.8955365102998727,False,True
31.66,9.53,1.0,0.7422054347364563,1.0719727125625431,-0.24632184149719652,-0.26276601489570056,0.08329340088350871,-0.372273161257069,-0.7368844047375087,0.586630312009908,1.8955365102998727,False,True
31.66,9.53,1.0,0.26191681360720537,0.4054185548685567,-0.3944906298054491,-0.6022973359975012,-0.257074344921676,-0.4313832162563233,-0.7368844047375087,0.586630312009908,1.8955365102998727,False,True
31.66,9.53,1.0,0.48694115567148816,0.8416383513401512,0.0519104448863649,-0.30773366538122876,1.0689892311458646,-0.009995944124126778,-0.7368844047375087,0.586630312009908,1.8955365102998727,False,True
31.66,9.53,0.0,-0.1852176630402331,-0.1903178532855031,-0.008331230099891306,-0.4005243098148566,-0.44134920341498224,-0.5906559384389767,-0.7368844047375087,0.586630312009908,1.8955365102998727,False,True
31.66,9.53,0.0,0.5314746041169967,0.9823344087711087,-0.4710403788561444,-0.8155714208252001,-0.011572744604100448,-0.2572002442398685,-0.7368844047375087,0.586630312009908,1.8955365102998727,False,True
31.66,9.53,0.0,-0.08726246118365623,0.37336859889899326,-2.2390008583180054,-2.089596331202552,-0.4418356915788612,-0.07588501758085814,-0.7368844047375087,0.586630312009908,1.8955365102998727,False,True
31.66,9.53,0.0,-1.066126762624684,-1.200373765760311,0.24335119451977602,2.0116711093634203,-1.9670093630775851,-1.8246591164230688,-0.7368844047375087,0.586630312009908,1.8955365102998727,False,True
31.66,9.53,0.0,-1.066126762624684,-1.200373765760311,0.24335119451977602,2.0116711093634203,-1.9670093630775851,-1.8246591164230688,-0.7368844047375087,0.586630312009908,1.8955365102998727,False,True
32.11,9.89,1.0,0.606885832292874,0.6467116889779952,0.46527103336081904,-0.44135671894246814,0.4829885172880774,0.7337045839519258,-1.1466445734612987,-0.34344741174392507,1.838041726323415,False,True
